Authors,Author Ids,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Access Type,Source,EID
"Kagan M., Harty H.","57190901831;16476763400;","Evaluation design elements for the development and implementation of preservice preparation for elementary school teachers in science",1979,"Science Education","63","1",,"53","60",,2,"10.1002/sce.3730630109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984054686&doi=10.1002%2fsce.3730630109&partnerID=40&md5=86b16ade0115ef3b8597919402c9f7d7","School of Education, Indiana University, Bloomington, Indiana, 47401, United States","Kagan, M., School of Education, Indiana University, Bloomington, Indiana, 47401, United States; Harty, H., School of Education, Indiana University, Bloomington, Indiana, 47401, United States",[No abstract available],,,,,,,"Kagan, M.; School of Education, Indiana University, Bloomington, Indiana, 47401, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984054686
"Brush S.G.","7004387935;","Comments on “on the distortion of the history of science in science education”",1979,"Science Education","63","2",,"277","278",,4,"10.1002/sce.3730630217","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984075263&doi=10.1002%2fsce.3730630217&partnerID=40&md5=a19fad905299d37fc232ea203fb25b75","Department of History, Institute for Physical Science and Technology, University of Maryland, College Park, Maryland, 20742, United States","Brush, S.G., Department of History, Institute for Physical Science and Technology, University of Maryland, College Park, Maryland, 20742, United States",[No abstract available],,,,,,,"Brush, S.G.; Department of History, Institute for Physical Science and Technology, University of Maryland, College Park, Maryland, 20742, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984075263
"Yeany R.H., Capie W.","57032958100;25951911000;","Analysis system for describing and measuring strategies of teaching data manipulation and interpretation",1979,"Science Education","63","3",,"355","361",,6,"10.1002/sce.3730630307","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984062095&doi=10.1002%2fsce.3730630307&partnerID=40&md5=337f13d86a9e5b854de422dd2808f6e0","Department of Science Education, University of Georgia, Athens, Georgia, 30602, United States","Yeany, R.H., Department of Science Education, University of Georgia, Athens, Georgia, 30602, United States; Capie, W., Department of Science Education, University of Georgia, Athens, Georgia, 30602, United States",[No abstract available],,,,,,,"Yeany, R.H.; Department of Science Education, University of Georgia, Athens, Georgia, 30602, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984062095
"Nussbaum J.","16484375400;","Children's conceptions of the earth as a cosmic body: A cross age study",1979,"Science Education","63","1",,"83","93",,159,"10.1002/sce.3730630113","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984075151&doi=10.1002%2fsce.3730630113&partnerID=40&md5=869cc7dff261af3b2aa7d656124506ae","Israeli Science Teaching Centre, Hebrew University of Jerusalem, Jerusalem, Israel","Nussbaum, J., Israeli Science Teaching Centre, Hebrew University of Jerusalem, Jerusalem, Israel",[No abstract available],,,,,,,"Nussbaum, J.; Israeli Science Teaching Centre, Hebrew University of Jerusalem, Jerusalem, Israel",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984075151
"Brandwein P.F.","57037080000;","A general theory of instruction. With referrnces to science",1979,"Science Education","63","3",,"285","297",,,"10.1002/sce.3730630302","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983998504&doi=10.1002%2fsce.3730630302&partnerID=40&md5=496fdb595ed78fe83939d9710fa2d946","Harcourt Brace Jovanovich, Inc, 757 Third Avenue, Colorado Springs, New York, New York, 10017, United States; Colorado College, Colorado Springs, Colorado, United States","Brandwein, P.F., Harcourt Brace Jovanovich, Inc, 757 Third Avenue, Colorado Springs, New York, New York, 10017, United States, Colorado College, Colorado Springs, Colorado, United States",[No abstract available],,,,,,,"Brandwein, P.F.; Harcourt Brace Jovanovich, Inc, 757 Third Avenue, Colorado Springs, New York, New York, 10017, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84983998504
"Bybee R.W.","6701794081;","Science education policies for an ecological society: Aims and goals",1979,"Science Education","63","2",,"245","255",,13,"10.1002/sce.3730630213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983945766&doi=10.1002%2fsce.3730630213&partnerID=40&md5=4e9e41fea537092a8f7485e1a3917f37","Education Department, Carleton College, Northfield, Minnesota, 55057, United States","Bybee, R.W., Education Department, Carleton College, Northfield, Minnesota, 55057, United States",[No abstract available],,,,,,,"Bybee, R.W.; Education Department, Carleton College, Northfield, Minnesota, 55057, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84983945766
"Sneider C.I., Eason L.P., Friedman A.J.","6508024112;57190900186;22992528500;","Summative evaluation of a participatory science exhibit",1979,"Science Education","63","1",,"25","36",,22,"10.1002/sce.3730630106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983945824&doi=10.1002%2fsce.3730630106&partnerID=40&md5=ffe06b5783a727830453e8227aa5a4bd","Lawrence Hall of Science, University of California, Berkeley, California, 94720, United States","Sneider, C.I., Lawrence Hall of Science, University of California, Berkeley, California, 94720, United States; Eason, L.P., Lawrence Hall of Science, University of California, Berkeley, California, 94720, United States; Friedman, A.J., Lawrence Hall of Science, University of California, Berkeley, California, 94720, United States",[No abstract available],,,,,,,"Sneider, C.I.; Lawrence Hall of Science, University of California, Berkeley, California, 94720, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84983945824
"Swetz F.","16409314900;","Science education in the People's Republic of China: Observations and impressions",1979,"Science Education","63","1",,"119","129",,3,"10.1002/sce.3730630116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983941809&doi=10.1002%2fsce.3730630116&partnerID=40&md5=dbaa347a3bbc24f28375d38b646c4ea9","The Pennsylvania State University, Middletown, Pennsylvania, 17057, United States","Swetz, F., The Pennsylvania State University, Middletown, Pennsylvania, 17057, United States",[No abstract available],,,,,,,"Swetz, F.; The Pennsylvania State University, Middletown, Pennsylvania, 17057, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84983941809
"Smith W.S., L1tman C.I.","23028698200;57190901214;","Early adolescent girls' and boys' learning of a spatial visualization skill",1979,"Science Education","63","5",,"671","676",,6,"10.1002/sce.3730630512","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984034430&doi=10.1002%2fsce.3730630512&partnerID=40&md5=1cd3e717b015ab509040dc18a34e43e7","University of Kansas, Lawrence, Kansas, 66045, United States","Smith, W.S., University of Kansas, Lawrence, Kansas, 66045, United States; L1tman, C.I., University of Kansas, Lawrence, Kansas, 66045, United States",[No abstract available],,,,,,,"Smith, W.S.; University of Kansas, Lawrence, Kansas, 66045, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984034430
"Novick S., Nussbaum J.","16484234300;16484375400;","Junior high school pupils' understanding of the particulate nature of matter: An interview study",1978,"Science Education","62","3",,"273","281",,145,"10.1002/sce.3730620303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983920942&doi=10.1002%2fsce.3730620303&partnerID=40&md5=656f816103fe6bb416e1412db469d066","Israel Science Teaching Centre, Hebrew University, Jerusalem, 60442, Israel","Novick, S., Israel Science Teaching Centre, Hebrew University, Jerusalem, 60442, Israel; Nussbaum, J., Israel Science Teaching Centre, Hebrew University, Jerusalem, 60442, Israel",[No abstract available],,,,,,,"Novick, S.; Israel Science Teaching Centre, Hebrew University, Jerusalem, 60442, Israel",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84983920942
"Moore K.D.","57029618600;","An assessment of secondary school science teacher needs",1978,"Science Education","62","3",,"339","348",,3,"10.1002/sce.3730620311","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984006223&doi=10.1002%2fsce.3730620311&partnerID=40&md5=d60ee9f050eddc06579cb0ebccc0a5fd","Department of Education, University of Science and Arts of Oklahoma, Chickasha, Oklahoma, 73018, United States","Moore, K.D., Department of Education, University of Science and Arts of Oklahoma, Chickasha, Oklahoma, 73018, United States",[No abstract available],,,,,,,"Moore, K.D.; Department of Education, University of Science and Arts of Oklahoma, Chickasha, Oklahoma, 73018, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984006223
"Novak J.D.","7403303949;","Editorial comment on “implications of piagetian research for high school science teaching: A review of the literature”",1978,"Science Education","62","4",,"591","592",,1,"10.1002/sce.3730620419","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984038382&doi=10.1002%2fsce.3730620419&partnerID=40&md5=52d7bbac1ca2b3d2fb949ed995fa1b03","New York State College of Agriculture, Cornell University, Ithaca, New York, 14850, United States","Novak, J.D., New York State College of Agriculture, Cornell University, Ithaca, New York, 14850, United States",[No abstract available],,,,,,,"Novak, J.D.; New York State College of Agriculture, Cornell University, Ithaca, New York, 14850, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984038382
"Butzow J.W., Qureshi Z.","56947320800;57190903028;","Science teachers' competencies: A practical approach",1978,"Science Education","62","1",,"59","66",,3,"10.1002/sce.3730620109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983965365&doi=10.1002%2fsce.3730620109&partnerID=40&md5=ecdbfdd9eba6c14a84fe5eaa9f4a7e5a","College of Education, University of Maine, Orono, Maine, 04473, United States; Department of Physical Sciences, Norwich University, Northfield, Vermont, 05663, United States","Butzow, J.W., College of Education, University of Maine, Orono, Maine, 04473, United States; Qureshi, Z., Department of Physical Sciences, Norwich University, Northfield, Vermont, 05663, United States",[No abstract available],,,,,,,"Butzow, J.W.; College of Education, University of Maine, Orono, Maine, 04473, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84983965365
"Ward C.R., Herron J.D.","57190903225;15125362200;","Science course enrollment figures: Do we have them?",1978,"Science Education","62","3",,"325","331",,,"10.1002/sce.3730620309","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983951878&doi=10.1002%2fsce.3730620309&partnerID=40&md5=43afd1052f4c096e0165954bcd639a4a","Department of Chemistry, Purdue University, Lafayette, Indiana, United States","Ward, C.R., Department of Chemistry, Purdue University, Lafayette, Indiana, United States; Herron, J.D., Department of Chemistry, Purdue University, Lafayette, Indiana, United States",[No abstract available],,,,,,,"Ward, C.R.; Department of Chemistry, Purdue University, Lafayette, Indiana, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84983951878
"Ongley P.A.","24600569500;","Scientific inquiry and the teaching of science",1978,"Science Education","62","3",,"427","428",,,"10.1002/sce.3730620320","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984026408&doi=10.1002%2fsce.3730620320&partnerID=40&md5=52365d24be0ff0e904e6abaf62ad95ba","University of Aston, Birmingham, United Kingdom","Ongley, P.A., University of Aston, Birmingham, United Kingdom",[No abstract available],,,,,,,"Ongley, P.A.; University of Aston, Birmingham, United Kingdom",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984026408
"Davis A.P.","57190899724;","A science teacher, a reading teacher? A workshop with answers",1978,"Science Education","62","2",,"181","186",,1,"10.1002/sce.3730620206","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984053414&doi=10.1002%2fsce.3730620206&partnerID=40&md5=b915894602a8aeafba1dcfd1c159e470","Converse College, Spartanburg, South Carolina, 29301, United States","Davis, A.P., Converse College, Spartanburg, South Carolina, 29301, United States",[No abstract available],,,,,,,"Davis, A.P.; Converse College, Spartanburg, South Carolina, 29301, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984053414
"Jones D.R., Harty H.","57190903892;16476763400;","Instructional and classroom management preferences of secondary school science teachers",1978,"Science Education","62","1",,"1","9",,4,"10.1002/sce.3730620102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983945952&doi=10.1002%2fsce.3730620102&partnerID=40&md5=aa9bc1cb21aaf30a02741824974b170e","Department of Science and Environmental Education, School of Education, Indiana University, Bloomington, Indiana, 47401, United States","Jones, D.R., Department of Science and Environmental Education, School of Education, Indiana University, Bloomington, Indiana, 47401, United States; Harty, H., Department of Science and Environmental Education, School of Education, Indiana University, Bloomington, Indiana, 47401, United States",[No abstract available],,,,,,,"Jones, D.R.; Department of Science and Environmental Education, School of Education, Indiana University, Bloomington, Indiana, 47401, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84983945952
"Doran R.L.","7003875990;","Assessing the outcomes of science laboratory activities",1978,"Science Education","62","3",,"401","409",,9,"10.1002/sce.3730620317","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984013888&doi=10.1002%2fsce.3730620317&partnerID=40&md5=16e6df2047c8ac7906629edfab51785b","Faculty of Educational Studies, State University of New York at Buffalo, Amherst, New York, 14260, United States","Doran, R.L., Faculty of Educational Studies, State University of New York at Buffalo, Amherst, New York, 14260, United States",[No abstract available],,,,,,,"Doran, R.L.; Faculty of Educational Studies, State University of New York at Buffalo, Amherst, New York, 14260, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984013888
"Chiappetta E.L., Collette A.T.","23092993900;57190355878;","Secondary science teacher skills identified by science supervisors",1978,"Science Education","62","1",,"67","71",,3,"10.1002/sce.3730620110","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960637593&doi=10.1002%2fsce.3730620110&partnerID=40&md5=6fdf78576807209633a8ce0b5e4b3d3f","College of Education, University of Houston, Houston, Texas, 77004, United States; Department of Science Teaching, Syracuse University, Syracuse, New York, 13210, United States","Chiappetta, E.L., College of Education, University of Houston, Houston, Texas, 77004, United States; Collette, A.T., Department of Science Teaching, Syracuse University, Syracuse, New York, 13210, United States",[No abstract available],,,,,,,"Chiappetta, E.L.; College of Education, University of Houston, Houston, Texas, 77004, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84960637593
"Herron J.D.","15125362200;","Role of learning and development: Critique of Novak's comparison of Ausubel and Piaget",1978,"Science Education","62","4",,"593","605",,15,"10.1002/sce.3730620420","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984062750&doi=10.1002%2fsce.3730620420&partnerID=40&md5=0a0118953920d52d3da88c0f330f0f43","Purdue University, West Lafayette, Indiana, 47907, United States","Herron, J.D., Purdue University, West Lafayette, Indiana, 47907, United States",[No abstract available],,,,,,,"Herron, J.D.; Purdue University, West Lafayette, Indiana, 47907, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984062750
